rider,event,Finish_Pos,Qual_Pos,Inv_Qual_Pos,FrontRow,Start_Top10,Podium,Win,DNF,Grid_vs_Finish_Gap
T. Nakagami,ITA,16.0,13,0.07692307692307693,0,0,0,0,0,3.0
T. Nakagami,NED,16.0,13,0.07692307692307693,0,0,0,0,0,3.0
T. Nakagami,GER,14.0,7,0.14285714285714285,0,1,0,0,0,7.0
T. Nakagami,GBR,15.0,11,0.09090909090909091,0,0,0,0,0,4.0
T. Nakagami,AUT,14.0,12,0.08333333333333333,0,0,0,0,0,2.0
T. Nakagami,ARA,11.0,8,0.125,0,1,0,0,0,3.0
T. Nakagami,RSM,13.0,12,0.08333333333333333,0,0,0,0,0,1.0
T. Nakagami,EMI,17.0,10,0.1,0,1,0,0,0,7.0
T. Nakagami,INA,12.0,8,0.125,0,1,0,0,0,4.0
T. Nakagami,JPN,13.0,11,0.09090909090909091,0,0,0,0,0,2.0
T. Nakagami,AUS,14.0,11,0.09090909090909091,0,0,0,0,0,3.0
T. Nakagami,THA,13.0,8,0.125,0,1,0,0,0,5.0
T. Nakagami,MAL,17.0,8,0.125,0,1,0,0,0,9.0
T. Nakagami,SLD,17.0,10,0.1,0,1,0,0,0,7.0
